da_len_w_an4_l, da_len_w_an4_r, da_len_w_an4_opp, da_num_w_an4_l, da_num_w_an4_r, da_num_w_an4_opp, A_an4, fMs_an4, avg_FabsavgH_an4, C_an4, CnnC_an4, da_len_w_diff_l, da_len_w_diff_r, da_len_w_diff_opp, da_num_w_diff_l, da_num_w_diff_r, da_num_w_diff_opp, A_diff, fMs_diff, avg_FabsavgH_diff, C_diff, CnnC_diff
110.692, 112.218, 130.436, 112.358, 113.873, 133.769, 534.872, 108.018,  0.202,  5.000, -1.600, 36.441, -23.026, -19.034, 34.472, -16.418, -18.054, -98.643, -89.251,  0.905,  2.000,  1.517
133.022, 123.870, 111.023, 136.290, 118.077, 105.633, 377.528, 22.498,  0.060,  6.000,  0.750, 22.512, -21.506, -1.009,  7.413, -19.335, 11.922, -24.717, -12.530,  0.507,  1.000, -2.050
124.987, 125.295, 100.908, 124.557, 134.467, 100.977, 806.379, 21.956,  0.027,  5.000, -1.600,  9.116, -15.796,  9.488,  8.554, -25.248, 16.694, 90.645, -11.704, -0.129,  1.000,  0.850
124.642, 124.989, 108.105, 128.967, 125.594, 105.439, 429.239, 28.679,  0.067,  8.000,  1.600, 10.064,  0.922, -5.865,  2.402,  1.900, -4.302,  6.589, -20.432, -3.101, -4.000, -4.350
122.317, 99.370, 134.732, 124.449, 97.396, 138.154, 1110.516, 131.356,  0.118,  5.000, -1.200, -11.135,  9.067, -2.451, -11.055, 18.593, -7.538, -178.800, -91.604,  0.512, -2.000, -3.133
129.837, 119.607, 126.327, 130.121, 110.415, 119.464, 735.344, 35.198,  0.048,  3.000, -3.667,  9.549, -3.657, -21.663, 15.207,  9.544, -24.751, 155.492, -17.020, -0.109,  2.000,  1.667
118.984, 109.901, 129.093, 119.990, 109.643, 130.367, 475.480, 16.748,  0.035,  5.000, -7.000, -4.045, 22.926, -17.065, -4.377, 20.260, -15.883, -20.711, -5.559,  0.268,  0.000,  5.200
130.272, 118.345, 113.011, 126.833, 116.065, 117.102, 1036.765, 93.343,  0.090,  8.000, -0.750, -6.538, -5.005,  8.480, -0.820, -3.466,  4.286, 231.466, -65.514, -0.283,  1.000,  3.750
136.749, 126.271, 117.116, 124.833, 117.028, 118.139, 264.374, 12.420,  0.047,  6.000, -2.000, -4.543, -28.143, 16.788,  3.602, -21.050, 17.448, 24.016, -8.757, -0.365, -2.000,  0.125
126.873, 116.048, 130.194, 127.247, 109.351, 123.402, 248.613,  4.048,  0.016,  7.000, -3.250, -1.943, -5.658, -3.277,  1.360, -1.775,  0.414,  3.330, -1.609, -0.483, -2.000,  0.417
128.732, 117.151, 113.527, 124.275, 119.909, 115.816, 843.564, 99.953,  0.118,  6.000, -0.200, -16.623,  9.573,  4.190, -7.410,  5.586,  1.824, 183.683, -75.120, -0.409,  5.000,  5.422
132.727, 113.529, 113.744, 130.813, 114.925, 114.262, 517.982, 15.622,  0.030,  5.000, -0.500, -6.277,  0.614,  1.203, -2.041, -4.709,  6.750, -119.460, 16.788, -0.141,  2.000,  1.286
129.676, 121.342, 104.439, 130.279, 123.645, 106.076, 393.273, 31.929,  0.081,  5.000, -0.750, -15.219, 13.557,  7.027, -16.556, 10.726,  5.831,  1.761, -23.857, -13.548, -1.000, -1.625
142.085, 122.801, 93.420, 135.646, 123.995, 100.359, 315.150, 16.553,  0.053,  4.000, -2.875, -0.862,  9.266,  4.236, -6.268,  7.556, -1.288, -23.291, -11.454,  0.492,  1.000,  1.875
120.383, 126.417, 123.288, 115.329, 119.852, 124.819, 2775.858, 186.139,  0.067,  5.000, -2.833, -13.032,  9.462, -1.317, -11.300, 18.361, -7.061, -122.481, -106.642,  0.871,  5.000,  7.033
130.326, 115.959, 117.104, 125.720, 114.732, 119.548, 558.241, 27.090,  0.049,  6.000,  0.400, -13.226, 22.686, -7.512, -14.067, 25.370, -11.303, -117.943, -18.587,  0.158, -2.000, -3.650
125.713, 102.078, 132.209, 126.121, 97.301, 136.577, 172.826, 22.707,  0.131,  5.000, -1.100, 15.779,  7.448, -22.490, 11.406, 12.897, -24.303, -7.953, 29.171, -3.668, -1.000, -1.525
122.593, 124.866, 113.355, 119.908, 122.340, 117.752, 245.510, 21.547,  0.088,  6.000,  0.583, -7.518, -14.619, 18.647, -0.053, -17.620, 17.673, 34.509, -11.540, -0.334,  1.000, -0.483
107.756, 123.357, 114.305, 104.206, 131.516, 124.277, 170.441, 10.453,  0.061,  7.000,  1.643, 15.189, -2.147,  1.539, 19.645, -17.897, -1.749, 49.215,  4.581,  0.093, -3.000, -5.143
113.112, 122.542, 113.255, 125.761, 131.762, 102.478, 630.205, 25.642,  0.041,  5.000, -0.100, -38.597, 24.269, 25.420, -41.553, 18.827, 22.726, -503.567, -20.788,  0.041, -1.000, -1.150
121.890, 129.318, 111.845, 117.671, 127.696, 114.633, 868.608, 38.259,  0.044,  8.000,  3.188, -37.122,  7.222, 29.489, -32.749,  9.708, 23.041, -749.518, -31.467,  0.042, -5.000, -6.521
113.170, 110.498, 135.514, 114.735, 105.041, 140.224, 1206.290, 73.761,  0.061,  3.000, -4.833,  7.854, -16.101, 10.387,  9.526, -10.594,  1.068, -1165.923, 39.135, -0.034,  0.000,  2.667
97.740, 132.329, 121.326, 104.391, 127.702, 127.907, 419.985, 96.595,  0.230,  3.000, -4.833, -30.430, 18.838, 23.390, -25.965, 23.082,  2.883, -279.551, -91.738,  0.328,  1.000,  3.083
137.876, 117.754, 123.898, 119.473, 110.633, 129.894, 1062.945, 53.792,  0.051,  4.000, -2.250, -43.933, 19.518,  4.887, -12.748, 10.983,  1.765, -873.487, -39.047,  0.045,  0.000, -0.125
143.986, 98.222, 125.436, 146.010, 101.001, 112.990, 245.567, 38.403,  0.156,  1.000, -4.667, 15.281, -4.643, -1.359,  8.029, -20.312, 12.283, -98.558, -30.542,  0.310,  2.000,  1.000
100.710, 129.872, 126.740, 97.633, 131.229, 131.138, 884.887, 51.025,  0.058,  1.000, -6.500, 33.277, -19.979, -5.198, 38.057, -27.580, -10.477, -62.035, -26.076,  0.420,  8.000,  9.667
129.711, 121.958, 110.920, 122.218, 124.650, 113.132, 862.752, 42.909,  0.050,  7.000, -2.300, -0.156, 11.962, -14.102,  4.926, 13.164, -18.090, -173.156, -31.720,  0.183, -1.000,  1.717
123.172, 119.210, 116.159, 123.906, 119.447, 116.647, 549.745, 30.380,  0.055,  4.000, -1.250, -24.739,  0.992, 13.904, -17.905,  2.116, 15.789, -204.220, -14.136,  0.069,  1.000, -0.650
153.642, 108.561, 110.844, 146.744, 101.285, 111.970, 77.355, 23.982,  0.310,  4.000, -4.500, -31.128, 43.752, -35.390, -19.112, 50.769, -31.657, -69.519, -23.678,  0.341,  3.000, -1.167
136.307, 107.433, 132.008, 135.531, 107.267, 117.202, 324.584, 34.993,  0.108,  5.000, -1.375, 15.945, -12.876, -1.775, 12.034, -13.340,  1.307, -76.782,  6.772, -0.088,  0.000,  0.375
127.936, 115.429, 124.924, 123.497, 116.255, 120.249, 692.686, 46.396,  0.067,  4.000, -1.875,  6.514, -16.766,  1.964,  8.260, -3.906, -4.354,  9.399, -35.714, -3.800,  1.000,  0.000
114.629, 148.520, 96.852, 111.699, 149.971, 98.330, 601.204, 13.406,  0.022,  9.000,  4.875, 17.549, -3.408, -6.302, 19.296, -13.650, -5.646, -199.439, -9.594,  0.048, -4.000, -8.375
119.153, 129.050, 113.196, 117.567, 130.002, 112.432, 1158.269, 78.490,  0.068,  6.000, -1.375, -0.441, 11.593, -8.804, -3.906,  6.823, -2.917, -202.203, -44.401,  0.220,  2.000,  0.775
180.000, 84.365, 95.635, 180.000, 84.365, 95.635, 11.250,  0.000,  0.000,  5.000, -1.750, -24.558, 60.861, -33.481, -25.969, 54.247, -28.278, 22.730,  2.596,  0.114, -2.000, -2.583
112.818, 150.330, 120.420, 103.200, 142.275, 114.526, 2092.687, 78.903,  0.038,  5.000, -1.500, 20.605, -15.624, -23.817, 29.408, -6.070, -23.339, -278.576, -61.825,  0.222,  3.000,  2.938
148.538, 129.908, 112.144, 128.627, 132.850, 98.511, 151.529,  0.000,  0.000,  9.000,  1.333, -11.393, -7.323, -12.554,  3.254, -9.658,  6.416, 24.395,  2.860,  0.117, -6.000, -7.167
121.117, 121.918, 105.625, 122.757, 120.709, 116.534, 1699.561, 186.696,  0.110,  3.000, -7.750, 25.918, 21.089, -7.667, 17.757, 12.394, -30.151, -83.772, -160.906,  1.921,  6.000, 10.464
122.609, 96.331, 133.737, 128.110, 100.780, 131.110, 3852.201, 207.542,  0.054,  3.000, -3.500,  8.511,  9.353, -5.927,  1.408,  5.152, -6.559, -372.336, 13.862, -0.037, 12.000, 11.875
136.326, 109.154, 133.290, 128.433, 107.527, 124.040, 346.819, 13.060,  0.038,  2.000, -1.833, -13.583, -7.247,  2.388, -4.851, -4.126,  8.977, -286.658, -10.352,  0.036,  1.000, -3.000
103.208, 130.786, 95.723, 108.081, 127.810, 124.109, 224.262, 168.723,  0.752,  3.000, -3.667, 52.624, -50.808, 39.455, 47.834, -53.325,  5.491, -157.612, -166.220,  1.055,  0.000, -1.333
136.831, 114.788, 107.960, 117.851, 129.284, 112.859, 1069.091, 13.953,  0.013,  5.000, -1.750, -29.998, 16.930,  2.167, -6.900,  5.548,  1.358, 327.757,  2.961,  0.009,  3.000,  2.750
127.637, 115.612, 122.429, 124.560, 118.636, 116.804, 1488.458, 249.961,  0.168, 10.000,  0.812,  7.392, -32.484, 17.537, 12.850, -33.404, 20.554, -163.575, -201.107,  1.229, -2.000, -0.146
125.253, 113.030, 135.572, 122.496, 108.683, 128.821, 2811.271, 186.806,  0.066, 17.000, 10.042,  0.022, -38.540, 16.180,  4.755, -25.332, 20.577, -360.256, -74.171,  0.206, -8.000, -7.208
145.292, 90.000, 124.708, 145.292, 90.000, 124.708,  6.746,  0.000,  0.000,  5.000, -4.800, -18.856, 63.049, -44.193, -14.541, 64.065, -49.525, 363.147,  9.690,  0.027,  0.000,  1.000
99.482, 115.593, 137.180, 102.052, 115.992, 141.956, 5913.063, 297.239,  0.050,  4.000, -8.333, -12.787, 20.472, -0.598, -9.968, 15.115, -5.147, -164.759, -182.550,  1.108,  3.000,  7.976
106.603, 128.590, 124.807, 121.617, 120.531, 117.852, 93.161,  4.741,  0.051,  1.000, -5.750, -3.808, -4.788, 16.195, -13.437, -2.295, 15.732, -23.841, 14.569, -0.611,  2.000,  1.583
107.589, 134.187, 109.509, 115.521, 130.699, 113.780, 661.985, 47.875,  0.072,  2.000, -7.833, 14.569,  2.302, -8.155,  8.649,  1.561, -10.210, -82.451, -34.383,  0.417,  1.000,  3.000
109.895, 128.515, 117.181, 104.954, 133.283, 121.763, 2323.660, 166.966,  0.072,  5.000, -3.125, 24.035, -2.826,  2.465, 18.279, -1.633, -16.647, -146.844, -113.220,  0.771,  2.000,  4.625
100.174, 120.673, 123.386, 109.553, 126.694, 123.753, 571.528, 41.554,  0.073,  3.000, -4.333, 29.142, -17.188,  1.030, 24.254, -24.157, -0.096, 251.517, 15.410,  0.061,  3.000,  3.167
126.697, 129.068, 108.390, 123.703, 127.262, 109.035, 1534.993, 118.255,  0.077,  7.000, -0.583, -14.246, 11.478, -6.032, -2.667, 12.424, -9.757, -230.939, -74.797,  0.324,  0.000,  0.383
110.975, 117.106, 134.804, 111.407, 118.870, 129.723, 7559.702, 322.323,  0.043,  9.000,  1.286,  4.561, -10.349, 14.988,  3.320, -17.536, 14.216, -1029.424, -196.644,  0.191,  1.000,  2.764
116.508, 136.669, 109.288, 115.115, 132.570, 112.315, 670.610, 35.065,  0.052,  9.000,  2.357,  9.874, -18.441, -7.298, 15.110, -11.117, -3.993, 443.727, -16.363, -0.037, -1.000, -0.795
122.078, 94.018, 129.129, 123.895, 111.179, 124.927, 1042.076, 78.958,  0.076,  7.000, -1.125, -13.395, 21.231, -3.111, -10.127,  1.692,  8.435, -62.696, -27.805,  0.443,  3.000,  5.250
133.283, 110.337, 111.157, 136.175, 111.477, 112.349, 722.237, 28.733,  0.040,  6.000, -1.667,  4.704,  2.634, -2.583,  1.179, -3.635,  2.456, -150.675, -17.577,  0.117, -3.000, -1.167
99.787, 132.529, 117.411, 98.677, 138.776, 122.548, 39.671,  0.000,  0.000, 14.000,  4.938, 10.730, 20.635, -21.092, 11.085, 15.950, -27.035, -22.405,  2.921, -0.130, -11.000, -9.438
116.781, 132.171, 101.945, 119.159, 134.650, 106.191, 168.678, 129.318,  0.767,  5.000, -0.600,  2.489,  1.074, -0.344,  2.560, -0.587, -1.974, -26.782, -123.651,  4.617, -2.000, -3.567
121.891, 102.109, 121.271, 126.813, 106.073, 127.113, 1485.198, 36.861,  0.025,  6.000,  0.417, 23.522,  2.217, -4.919, 12.096,  3.736, -15.832, -20.067, -9.088,  0.453,  4.000,  4.083
153.453, 127.402, 79.145, 153.453, 127.402, 79.145,  7.894,  0.000,  0.000,  6.000, -0.083, -7.580, -3.402, 11.330, -7.760, -3.396, 11.156, 23.088, 11.455,  0.496, -3.000, -5.250
141.377, 106.633, 108.644, 148.810, 103.590, 107.600, 341.343, 99.995,  0.293,  2.000, -5.167, -18.036,  0.714, 20.668, -25.305,  7.263, 18.042, -193.381, -85.759,  0.443,  2.000,  1.667
115.550, 143.320, 106.773, 125.258, 130.790, 103.952, 58.351,  3.385,  0.058,  1.000, -2.750, 28.962, -13.719, -19.057, 19.588, -2.176, -17.411, -45.775, -2.312,  0.051,  2.000, -1.417
115.724, 109.188, 105.916, 122.927, 114.974, 122.099, 923.302, 36.508,  0.040,  9.000,  1.583, 27.207, 19.450, -19.539, 20.374,  9.787, -30.161, 54.443, 191.405,  3.516,  0.000, -0.833
140.473, 95.527, 103.034, 144.730, 104.099, 111.171, 489.393, 23.624,  0.048, 13.000,  6.200, -9.888, 43.469, -5.957, -16.018, 26.889, -10.871, 233.469,  8.744,  0.037, -7.000, -8.617
127.730, 126.337, 109.664, 125.125, 127.361, 107.514, 547.867, 25.563,  0.047,  4.000, -5.000,  9.894, -11.772, -2.580, 12.592, -11.931, -0.661, -193.515, -20.284,  0.105,  2.000,  2.500
133.432, 121.212, 104.758, 133.226, 123.460, 103.314, 1369.039, 40.027,  0.029,  2.000, -1.167, -11.066,  4.437, -11.180, -3.287,  9.324, -6.037, -167.835, -17.262,  0.103,  1.000, -4.667
128.874, 105.103, 129.635, 127.467, 107.811, 124.722, 108.788, 70.346,  0.647,  7.000, -1.000,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN, -89.057, 16.048, -0.180, -3.000, -2.375
127.633, 120.159, 112.208, 128.254, 116.804, 114.943, 3943.100, 121.818,  0.031,  3.000, -2.000, -3.799, 21.799, -17.500,  2.728,  6.896, -9.624, -181.840, -33.307,  0.183,  4.000,  2.500
126.663, 124.381, 108.955, 128.780, 127.460, 103.760, 531.038, 59.920,  0.113,  6.000, -1.500, 24.097,  1.216, -10.194, 19.411, -7.848, -11.563, -126.853, -48.091,  0.379, -2.000, -0.750
131.914, 111.626, 101.785, 130.915, 119.524, 109.561, 942.184, 20.514,  0.022,  6.000, -0.250,  6.261, 20.668, -13.615,  8.929, 17.528, -26.457, -214.368, -11.062,  0.052, -1.000, -5.000
113.194, 124.975, 116.463, 116.135, 123.144, 120.720, 3276.008, 192.422,  0.059,  6.000, -1.000,  9.193, -7.124, -3.347,  3.884, -1.512, -2.372, -267.221, -127.271,  0.476,  0.000,  0.500
120.751, 106.059, 137.482, 119.638, 106.595, 133.766, 10763.139, 681.029,  0.063,  4.000, -4.250, 10.858, -7.812, -3.575,  8.581, -5.409, -3.172, -775.078, -399.120,  0.515,  6.000,  7.694
125.907, 107.708, 135.015, 125.838, 103.703, 130.459, 1862.848, 74.540,  0.040,  5.000, -1.000, -1.812, -21.021, 10.104,  4.542, -17.620, 13.079, 1099.243, 70.317,  0.064,  3.000,  2.812
118.169, 106.491, 137.412, 125.192, 99.717, 135.091, 2214.616, 434.225,  0.196,  7.000,  0.786,  3.563, -9.352, -7.139,  2.203, 13.282, -15.485, -284.074, -351.153,  1.236, -1.000, -1.036
130.379, 127.975, 93.573, 140.713, 126.076, 93.211, 446.128, 15.700,  0.035,  6.000, -1.000, -4.115, 14.359, -2.171, -13.768, 15.943, -2.175, 102.889, -10.873, -0.106, -2.000, -1.750
113.267, 157.043, 101.611, 104.558, 153.006, 102.436, 513.794, 15.098,  0.029,  7.000,  1.300, 10.860, -22.232, -0.549, -0.129, -8.332,  8.462, -469.976, -13.468,  0.029, -4.000, -5.967
110.410, 110.307, 139.283, 117.587, 94.684, 147.729, 568.631, 43.643,  0.077,  8.000,  3.000, 19.716, -9.307, -10.409, 16.188, -1.594, -14.594, -226.545, -11.983,  0.053, -4.000, -5.667
111.399, 99.592, 142.141, 115.346, 99.005, 145.648, 186.459,  9.092,  0.049,  4.000, -4.125, 14.436,  2.180, -12.271, 12.181,  9.435, -21.616, 151.540,  9.924,  0.065,  0.000,  2.500
108.227, 108.020, 139.682, 101.038, 117.932, 141.030, 3408.955, 350.241,  0.103, 11.000,  4.500, -14.785, 24.325,  1.833, -7.195,  5.783,  1.412, -1103.504, -298.128,  0.270, -3.000, -1.357
110.133, 130.655, 126.089, 106.095, 128.097, 125.808, 3871.163, 193.130,  0.050,  5.000, -1.300,  4.256, -12.207,  0.953, 10.558, -12.714,  2.156, -1649.627, -147.522,  0.089,  2.000,  2.729
109.851, 132.533, 125.479, 109.971, 124.228, 125.801, 3969.043, 191.607,  0.048,  6.000,  0.250, -6.590,  1.864, -10.653, -7.736, 12.286, -4.551, -1348.312, -151.699,  0.113,  0.000, -0.333
133.030, 107.727, 118.108, 124.015, 120.528, 115.456, 2191.368, 118.528,  0.054,  4.000, -2.000, -30.369, 16.578, 13.412, -20.663,  7.528, 13.135, -685.837, -99.229,  0.145,  2.000,  2.250
125.373, 137.358, 109.433, 125.642, 131.294, 103.064, 459.630, 20.404,  0.044,  5.000, -0.833,  2.816, -12.932, -2.049,  3.211, -7.793,  4.582, 177.008, 43.674,  0.247,  0.000, -0.167
122.996, 130.704, 106.300, 121.861, 128.937, 109.203, 458.221, 84.276,  0.184,  5.000, -0.600,  0.582,  7.883, -1.910, 15.019, 10.895, -25.915, -220.228, -81.773,  0.371,  1.000, -0.775
134.571, 116.921, 111.790, 132.831, 115.280, 111.889, 27.943,  0.000,  0.000,  3.000, -0.333, -21.803, 18.607, -0.087, -20.063, 20.249, -0.186, -21.902,  0.000, -0.000, -1.000, -5.667
96.615, 146.820, 117.618, 97.278, 144.310, 118.413, 92.817, 50.555,  0.545,  2.000, -3.000, -41.456, -6.194, 46.596, -42.118, -3.684, 45.802, -46.946, -40.294,  0.858,  1.000, -1.667
123.341, 138.312, 98.347, 114.647, 131.409, 113.944, 298.548, 30.160,  0.101,  5.000, -2.300, -49.406, 10.465, 23.719, -16.254, 10.883,  5.371, 76.645, -21.880, -0.285,  0.000,  1.400
79.032, 138.379, 142.590, 82.943, 127.437, 149.620, 23.775,  8.711,  0.366,  7.000,  1.429, 38.804, -24.657,  4.586, 24.892, -13.081, -11.811, 34.662,  1.556,  0.045, -3.000, -3.554
94.584, 114.565, 146.202, 91.903, 119.098, 149.000, 613.413, 40.807,  0.067, 10.000,  3.750, 26.218,  0.780, -8.699, 24.832, -3.669, -21.164, 106.606, 55.072,  0.517, -5.000, -5.150
121.937, 105.403, 135.571, 120.481, 99.362, 140.157, 451.496, 29.539,  0.065,  3.000, -4.167, -3.388, -26.498,  1.365,  1.870, -5.661,  3.791, -199.280, -23.553,  0.118, -1.000,  3.500
129.852, 89.191, 146.138, 124.293, 86.600, 149.106,  4.744,  0.000,  0.000, 10.000,  4.000, -10.480, 66.945, -50.926, -3.151, 62.405, -59.254, -3.380,  0.000, -0.000, -6.000, -8.250
114.553, 120.295, 121.196, 118.561, 118.116, 123.323, 139.467,  7.006,  0.050,  5.000, -1.100, 10.109,  5.639, -13.945,  7.218, 10.988, -18.206, -83.111, -0.730,  0.009,  0.000, -4.233
132.855, 129.674, 97.471, 136.946, 125.567, 97.487, 434.849, 16.119,  0.037,  4.000, -3.625, -21.933,  5.715,  6.410, -31.047, 19.371, 11.676, -48.839,  2.905, -0.059,  2.000,  1.525
139.188, 149.073, 71.739, 130.732, 154.234, 75.034, 65.100, 35.107,  0.539,  3.000, -3.000, -14.261, -28.425, 36.811, -8.024, -25.443, 33.468, -19.207, -33.359,  1.737,  2.000,  1.800
122.992, 111.448, 118.687, 109.702, 112.460, 137.838, 378.655, 94.878,  0.251,  4.000, -0.833,  2.585, 20.944, -28.074, 21.706, 20.551, -42.257, -271.085, -89.530,  0.330,  0.000, -2.042
129.749, 109.092, 121.146, 126.010, 116.875, 117.115, 412.661, 30.992,  0.075,  4.000, -1.500,  6.928, 31.051, -20.779,  1.660, 14.401, -16.062, -109.060, -18.299,  0.168,  2.000,  1.333
120.796, 118.997, 120.663, 115.511, 109.939, 134.548, 1297.262, 41.686,  0.032,  6.000, -0.083,  0.617, -8.438,  9.062, 11.552, -1.653, -9.898, -918.488, -35.818,  0.039, -1.000, -1.917
126.268, 97.606, 136.633, 120.390, 97.683, 141.925, 616.171, 72.779,  0.118,  5.000, -1.400, -18.268,  4.015, -2.152, -2.838,  9.530, -6.689, -67.836, -6.392,  0.094,  2.000,  1.614
105.448, 146.046, 119.851, 103.563, 134.958, 121.479, 1167.401, 86.123,  0.074,  5.000, -0.600,  4.536, -11.257, -4.713,  8.882, -2.985, -5.897, -371.343, -76.293,  0.205,  5.000,  3.100
115.943, 146.668, 97.388, 111.146, 150.998, 97.856, 532.094, 28.744,  0.054,  4.000, -3.875, -15.270, -3.131,  7.276, -7.518, -5.764, 13.282, 224.945, 90.659,  0.403,  5.000,  5.125
121.419, 115.483, 125.056, 120.679, 117.188, 122.133, 2844.488, 128.054,  0.045,  3.000, -4.333,  0.063, -9.474,  8.170,  0.225, -13.074, 12.849, -46.894, -22.296,  0.475,  4.000,  3.000
130.602, 75.022, 139.662, 143.040, 84.236, 132.723, 554.390, 10.363,  0.019,  3.000, -2.500, -11.723, 25.688, 10.518, -23.906,  8.750, 15.156, -148.056,  0.604, -0.004,  2.000,  2.000
161.993, 87.111, 110.897, 161.993, 87.111, 110.897, 79.201,  6.407,  0.081,  7.000,  0.000, -62.049, 48.475,  9.459, -59.280, 47.808, 11.472, 44.411, 54.808,  1.234,  0.000, -1.500
107.729, 122.307, 124.702, 108.425, 124.489, 127.087, 390.534, 33.962,  0.087,  7.000,  0.143, 10.713,  5.512, -4.162,  9.437, -3.196, -6.241, 25.803, -21.130, -0.819,  4.000,  1.690
112.315, 126.064, 123.149, 108.464, 124.820, 126.716, 208.084, 46.633,  0.224,  4.000, -3.625, 30.239,  2.260, -34.416, 34.284,  3.175, -37.459, -146.934, -43.605,  0.297,  3.000, -2.625
108.468, 112.249, 138.391, 104.976, 114.996, 140.028, 4143.432, 294.438,  0.071,  8.000,  1.286, -2.866, 15.036,  6.016, -6.212,  6.794, -0.582, 1449.268, 77.782,  0.054, 14.000, 13.032
146.451, 152.982, 96.364, 122.269, 130.300, 107.431, 43.754,  0.000,  0.000,  5.000, -2.000, -23.129, -38.560, 26.761,  7.978, -14.446,  6.469, 2266.679, 27.709,  0.012,  0.000, -1.100
130.410, 116.792, 115.257, 132.066, 114.732, 113.202, 1461.287, 101.283,  0.069, 13.000,  5.778, -2.313, -4.519,  3.952, -3.738, -1.349,  5.088, 60.879, 26.882,  0.442, -8.000, -9.478
131.211, 135.916, 84.978, 125.503, 145.807, 88.689, 1997.815, 78.489,  0.039, 10.000,  2.500, -3.879,  4.733,  1.597,  4.479, -11.611,  7.132, 481.093, -55.119, -0.115, -3.000, -3.857
118.444, 117.876, 122.288, 120.457, 117.995, 121.549, 2103.937, 185.299,  0.088,  4.000, -5.500, 20.128, -0.752, -9.247, 18.422, -7.114, -11.309, -188.414, -155.503,  0.825,  1.000,  4.600
109.265, 114.635, 122.050, 108.210, 119.123, 132.668, 515.914, 89.214,  0.173,  3.000, -3.167,  1.546,  5.349, 12.265,  4.419, -2.468, -1.952, 51.854, -58.040, -1.119,  6.000,  4.583
116.536, 147.328, 99.273, 124.495, 136.805, 98.699, 213.529,  4.222,  0.020,  4.000, -3.375, -23.631, 15.226, 12.188, -11.904,  7.592,  4.312, -68.418, -1.105,  0.016,  2.000,  1.750
117.705, 105.320, 147.308, 115.952, 102.783, 141.264, 348.277,  0.000,  0.000,  6.000, -3.250,  9.779,  6.422, -17.957, 11.286,  3.237, -14.523, -112.760,  6.723, -0.060,  0.000,  4.167
117.050, 118.111, 126.515, 112.605, 127.102, 120.293, 183.588, 10.670,  0.058,  7.000, -1.333,  1.441, 28.475, -24.496,  0.779, 15.799, -16.578, -58.595,  5.195, -0.089, -1.000, -2.667
126.309, 128.662, 106.138, 128.847, 123.505, 107.649, 517.957, 53.830,  0.104,  3.000, -5.000, -24.419, -0.111, 14.439, -14.418,  1.133, 13.285, 424.328, -33.754, -0.080,  3.000,  5.333
120.549, 108.145, 124.226, 117.901, 112.852, 129.247, 3016.500, 123.793,  0.041,  7.000,  0.071,  4.672, 23.502, -3.097,  7.688,  8.944, -16.633, -193.175, -48.845,  0.253,  2.000,  2.304
129.435, 91.917, 128.559, 126.119, 96.655, 137.227, 265.694, 26.051,  0.098,  5.000, -1.250, -10.659, 37.298, 10.238, -18.606, 23.615, -5.009, -117.396, -6.305,  0.054, -1.000, -1.750
128.697, 150.157, 102.860, 120.076, 139.930, 99.994, 1095.223, 59.636,  0.054,  4.000, -2.250, -14.880, -13.623, -3.670, -0.423,  2.228, -1.804, 1030.329, -31.711, -0.031,  4.000,  4.438
113.805, 113.983, 122.046, 115.153, 115.563, 129.284, 57.365,  4.934,  0.086,  8.000, -0.400, 18.372, 25.212, -33.417, 16.011, 25.433, -41.444, -40.458, -0.708,  0.018, -5.000, -6.600
